"년월","시군구","인원"
"2023-06","인천시 부평구","712"
"2023-06","인천시 서구","11"
"2023-06","인천시 연수구","188"
"2023-06","인천시 옹진군","1"
"2023-06","전남 강진군","89"
"2023-06","전남 고흥군","162"
"2023-06","전남 곡성군","31"
"2023-06","전남 광양시","173"
"2023-06","전남 구례군","82"
"2023-06","전남 나주시","141"
"2023-06","전남 담양군","64"
"2023-06","전남 목포시","225"
"2023-06","전남 무안군","156"
"2023-06","전남 보성군","85"
"2023-06","전남 순천시","1061"
"2023-06","전남 신안군","34"
"2023-06","전남 여수시","595"
"2023-06","전남 영광군","158"
"2023-06","전남 영암군","69"
"2023-06","전남 완도군","73"
"2023-06","전남 장성군","40"
"2023-06","전남 장흥군","102"
"2023-06","전남 진도군","50"
"2023-06","전남 함평군","36"
"2023-06","전남 해남군","123"
"2023-06","전남 화순군","105"
"2023-06","전북 고창군","104"
"2023-06","전북 군산시","737"
"2023-06","전북 김제시","153"
"2023-06","전북 남원시","93"
"2023-06","전북 무주군","15"
"2023-06","전북 부안군","80"
"2023-06","전북 순창군","20"
"2023-06","전북 완주군","79"
"2023-06","전북 익산시","576"
"2023-06","전북 임실군","9"
"2023-06","전북 장수군","10"
"2023-06","전북 전주시","1075"
"2023-06","전북 정읍시","226"
"2023-06","전북 진안군","72"
"2023-06","제주도 서귀포시","266"
"2023-06","제주도 제주시","843"
"2023-06","충남 계룡시","64"
"2023-06","충남 공주시","109"
"2023-06","충남 금산군","95"
"2023-06","충남 논산시","446"
"2023-06","충남 당진시","164"
"2023-06","충남 보령시","144"
"2023-06","충남 부여군","68"
"2023-06","충남 서산시","301"
"2023-06","충남 서천군","117"
"2023-06","충남 아산시","373"
"2023-06","충남 예산군","120"
"2023-06","충남 천안시","561"
"2023-06","충남 청양군","5"
"2023-06","충남 태안군","92"
"2023-06","충남 홍성군","386"
"2023-06","충북 괴산군","94"
"2023-06","충북 보은군","74"
"2023-06","충북 영동군","92"
"2023-06","충북 옥천군","97"
"2023-06","충북 음성군","57"
"2023-06","충북 제천시","499"
"2023-06","충북 증평군","25"
"2023-06","충북 진천군","97"
"2023-06","충북 청주시","1274"
"2023-06","충북 충주시","379"
"2023-07","강원도 강릉시","690"
"2023-07","강원도 고성군","18"
"2023-07","강원도 동해시","289"
"2023-07","강원도 삼척시","116"
"2023-07","강원도 속초시","184"
"2023-07","강원도 양구군","31"
"2023-07","강원도 양양군","66"
"2023-07","강원도 영월군","79"
"2023-07","강원도 원주시","1078"
"2023-07","강원도 인제군","39"
"2023-07","강원도 정선군","33"
"2023-07","강원도 철원군","128"
"2023-07","강원도 춘천시","942"
"2023-07","강원도 태백시","91"
"2023-07","강원도 평창군","17"
"2023-07","강원도 홍천군","122"
"2023-07","강원도 화천군","31"
"2023-07","강원도 횡성군","105"
"2023-07","경기도 가평군","67"
"2023-07","경기도 고양시","3109"
"2023-07","경기도 과천시","7"
"2023-07","경기도 광명시","1660"
"2023-07","경기도 광주시","179"
"2023-07","경기도 구리시","287"
"2023-07","경기도 군포시","612"
"2023-07","경기도 김포시","869"
"2023-07","경기도 남양주시","193"
"2023-07","경기도 동두천시","333"
"2023-07","경기도 부천시","839"
"2023-07","경기도 성남시","762"
"2023-07","경기도 수원시","2670"
"2023-07","경기도 시흥시","389"
"2023-07","경기도 안산시","513"
"2023-07","경기도 안성시","228"
"2023-07","경기도 안양시","1327"
"2023-07","경기도 양주시","194"
"2023-07","경기도 양평군","183"
"2023-07","경기도 여주시","172"
"2023-07","경기도 연천군","89"
"2023-07","경기도 오산시","156"
"2023-07","경기도 용인시","746"
"2023-07","경기도 의왕시","88"
"2023-07","경기도 의정부시","863"
"2023-07","경기도 이천시","172"
"2023-07","경기도 파주시","345"
"2023-07","경기도 평택시","587"
"2023-07","경기도 포천시","228"
"2023-07","경기도 하남시","244"
"2023-07","경기도 화성시","244"
"2023-07","경남 거제시","261"
"2023-07","경남 거창군","95"
"2023-07","경남 고성군","114"
"2023-07","경남 김해시","682"
"2023-07","경남 남해군","55"
"2023-07","경남 밀양시","204"
"2023-07","경남 사천시","43"
"2023-07","경남 산청군","29"
"2023-07","경남 양산시","253"
"2023-07","경남 의령군","53"
"2023-07","경남 진주시","738"
"2023-07","경남 창녕군","12"
"2023-07","경남 창원시","1499"
"2023-07","경남 통영시","207"
"2023-07","경남 하동군","70"
"2023-07","경남 함안군","85"
"2023-07","경남 함양군","79"
"2023-07","경남 합천군","62"
"2023-07","경북 경산시","767"
"2023-07","경북 경주시","974"
"2023-07","경북 고령군","65"
"2023-07","경북 구미시","563"
"2023-07","경북 김천시","347"
"2023-07","경북 문경시","207"
"2023-07","경북 봉화군","41"
"2023-07","경북 상주시","348"
"2023-07","경북 성주군","75"
"2023-07","경북 안동시","545"
"2023-07","경북 영덕군","99"
"2023-07","경북 영양군","17"
"2023-07","경북 영주시","269"
"2023-07","경북 영천시","220"
"2023-07","경북 예천군","52"
"2023-07","경북 울진군","112"
"2023-07","경북 의성군","15"
"2023-07","경북 청도군","86"
"2023-07","경북 청송군","1"
"2023-07","경북 칠곡군","58"
"2023-07","경북 포항시","1334"
"2023-07","광주시 광산구","15"
"2023-07","광주시 남구","53"
"2023-07","광주시 동구","30"
"2023-07","광주시 북구","21"
"2023-07","광주시 서구","56"
"2023-07","대구시 군위군","48"
"2023-07","대구시 남구","35"
"2023-07","대구시 달서구","27"
"2023-07","대구시 달성군","12"
"2023-07","대구시 동구","303"
"2023-07","대구시 북구","48"
"2023-07","대구시 서구","29"
"2023-07","대구시 수성구","46"
"2023-07","대구시 중구","27"
"2023-07","대전시 대덕구","10"
"2023-07","대전시 동구","20"
"2023-07","대전시 서구","131"
"2023-07","대전시 유성구","6"
"2023-07","대전시 중구","44"
"2023-07","부산시 강서구","26"
"2023-07","부산시 금정구","1103"
"2023-07","부산시 기장군","280"
"2023-07","부산시 남구","460"
"2023-07","부산시 동구","48"
"2023-07","부산시 동래구","445"
"2023-07","부산시 부산진구","94"
"2023-07","부산시 북구","458"
"2023-07","부산시 사상구","49"
"2023-07","부산시 사하구","464"
"2023-07","부산시 서구","56"
"2023-07","부산시 수영구","350"
"2023-07","부산시 연제구","53"
"2023-07","부산시 영도구","321"
"2023-07","부산시 중구","92"
"2023-07","부산시 진구","206"
"2023-07","부산시 해운대구","255"
"2023-07","서울시 강남구","271"
"2023-07","서울시 강동구","149"
"2023-07","서울시 강북구","292"
"2023-07","서울시 강서구","415"
"2023-07","서울시 관악구","486"
"2023-07","서울시 광진구","149"
"2023-07","서울시 구로구","300"
"2023-07","서울시 금천구","125"
"2023-07","서울시 노원구","752"
"2023-07","서울시 도봉구","537"
"2023-07","서울시 동대문구","479"
"2023-07","서울시 동작구","90"
"2023-07","서울시 마포구","186"
"2023-07","서울시 서대문구","181"
"2023-07","서울시 서초구","85"
"2023-07","서울시 성동구","260"
"2023-07","서울시 성북구","344"
"2023-07","서울시 송파구","385"
"2023-07","서울시 양천구","675"
"2023-07","서울시 영등포구","619"
"2023-07","서울시 용산구","174"
"2023-07","서울시 은평구","327"
"2023-07","서울시 종로구","2489"
"2023-07","서울시 중구","121"
"2023-07","서울시 중랑구","473"
"2023-07","세종 세종시","163"
"2023-07","울산시 남구","1796"
"2023-07","울산시 동구","67"
"2023-07","울산시 북구","241"
"2023-07","울산시 울주군","220"
"2023-07","울산시 중구","165"
"2023-07","인천시 강화군","160"
"2023-07","인천시 계양구","591"
"2023-07","인천시 남동구","67"
"2023-07","인천시 동구","809"
"2023-07","인천시 미추홀구","867"
"2023-07","인천시 부평구","767"
"2023-07","인천시 서구","18"
"2023-07","인천시 연수구","195"
"2023-07","인천시 옹진군","8"
"2023-07","전남 강진군","95"
"2023-07","전남 고흥군","155"
"2023-07","전남 곡성군","37"
"2023-07","전남 광양시","188"
"2023-07","전남 구례군","70"
"2023-07","전남 나주시","270"
"2023-07","전남 담양군","81"
"2023-07","전남 목포시","730"
"2023-07","전남 무안군","212"
"2023-07","전남 보성군","94"
"2023-07","전남 순천시","1207"
"2023-07","전남 신안군","40"
"2023-07","전남 여수시","618"
"2023-07","전남 영광군","159"
"2023-07","전남 영암군","70"
"2023-07","전남 완도군","68"
"2023-07","전남 장성군","47"
"2023-07","전남 장흥군","106"
"2023-07","전남 진도군","59"
"2023-07","전남 함평군","36"
"2023-07","전남 해남군","306"
"2023-07","전남 화순군","117"
"2023-07","전북 고창군","114"
"2023-07","전북 군산시","708"
"2023-07","전북 김제시","166"
"2023-07","전북 남원시","198"
"2023-07","전북 무주군","45"
"2023-07","전북 부안군","109"
"2023-07","전북 순창군","27"
"2023-07","전북 완주군","64"
"2023-07","전북 익산시","611"
"2023-07","전북 임실군","13"
"2023-07","전북 장수군","26"
"2023-07","전북 전주시","2553"
"2023-07","전북 정읍시","216"
"2023-07","전북 진안군","55"
"2023-07","제주도 서귀포시","239"
"2023-07","제주도 제주시","873"
"2023-07","충남 계룡시","53"
"2023-07","충남 공주시","120"
"2023-07","충남 금산군","87"
"2023-07","충남 논산시","368"
"2023-07","충남 당진시","162"
"2023-07","충남 보령시","138"
"2023-07","충남 부여군","71"
"2023-07","충남 서산시","76"
"2023-07","충남 서천군","83"
"2023-07","충남 아산시","62"
"2023-07","충남 예산군","103"
"2023-07","충남 천안시","431"
"2023-07","충남 청양군","27"
"2023-07","충남 태안군","100"
"2023-07","충남 홍성군","306"
"2023-07","충북 괴산군","68"
"2023-07","충북 보은군","58"
"2023-07","충북 영동군","70"
"2023-07","충북 옥천군","80"
"2023-07","충북 음성군","51"
"2023-07","충북 제천시","361"
"2023-07","충북 증평군","15"
"2023-07","충북 진천군","73"
"2023-07","충북 청주시","1035"
"2023-07","충북 충주시","337"
"2023-08","강원도 강릉시","726"
"2023-08","강원도 고성군","17"
"2023-08","강원도 동해시","208"
"2023-08","강원도 삼척시","100"
"2023-08","강원도 속초시","272"
"2023-08","강원도 양구군","29"
"2023-08","강원도 양양군","65"
"2023-08","강원도 영월군","71"
"2023-08","강원도 원주시","1136"
"2023-08","강원도 인제군","70"
"2023-08","강원도 정선군","46"
"2023-08","강원도 철원군","121"
"2023-08","강원도 춘천시","1166"
"2023-08","강원도 태백시","78"
"2023-08","강원도 평창군","15"
"2023-08","강원도 홍천군","128"
"2023-08","강원도 화천군","23"
"2023-08","강원도 횡성군","98"
"2023-08","경기도 가평군","60"
"2023-08","경기도 고양시","3328"
"2023-08","경기도 과천시","29"
"2023-08","경기도 광명시","1530"
"2023-08","경기도 광주시","166"
"2023-08","경기도 구리시","248"
"2023-08","경기도 군포시","523"
"2023-08","경기도 김포시","634"
"2023-08","경기도 남양주시","310"
"2023-08","경기도 동두천시","253"
"2023-08","경기도 부천시","795"
"2023-08","경기도 성남시","483"
"2023-08","경기도 수원시","2282"
"2023-08","경기도 시흥시","417"
"2023-08","경기도 안산시","330"
"2023-08","경기도 안성시","207"
"2023-08","경기도 안양시","1457"
"2023-08","경기도 양주시","142"
"2023-08","경기도 양평군","184"
"2023-08","경기도 여주시","167"
"2023-08","경기도 연천군","108"
"2023-08","경기도 오산시","332"
"2023-08","경기도 용인시","900"
"2023-08","경기도 의왕시","102"
"2023-08","경기도 의정부시","893"
"2023-08","경기도 이천시","159"
"2023-08","경기도 파주시","336"
"2023-08","경기도 평택시","639"
"2023-08","경기도 포천시","178"
"2023-08","경기도 하남시","202"
"2023-08","경기도 화성시","229"
"2023-08","경남 거제시","251"
"2023-08","경남 거창군","124"
"2023-08","경남 고성군","106"
"2023-08","경남 김해시","704"
"2023-08","경남 남해군","86"
"2023-08","경남 밀양시","195"
"2023-08","경남 사천시","53"
"2023-08","경남 양산시","352"
"2023-08","경남 의령군","3"
"2023-08","경남 진주시","616"
"2023-08","경남 창녕군","68"
"2023-08","경남 창원시","2030"
"2023-08","경남 통영시","217"
"2023-08","경남 하동군","62"
"2023-08","경남 함안군","96"
"2023-08","경남 함양군","80"
"2023-08","경남 합천군","61"
"2023-08","경북 경산시","736"
"2023-08","경북 경주시","1007"
"2023-08","경북 고령군","61"
"2023-08","경북 구미시","583"
"2023-08","경북 김천시","355"
"2023-08","경북 문경시","232"
"2023-08","경북 봉화군","42"
"2023-08","경북 상주시","334"
"2023-08","경북 성주군","52"
"2023-08","경북 안동시","553"
"2023-08","경북 영덕군","83"
"2023-08","경북 영양군","15"
"2023-08","경북 영주시","290"
"2023-08","경북 영천시","261"
"2023-08","경북 예천군","74"
"2023-08","경북 울릉군","8"
"2023-08","경북 울진군","89"
"2023-08","경북 의성군","138"
"2023-08","경북 청도군","82"
